row  number,age,work sector,salery,savings,Food expenses (month),zip code,other expenses (month),educaion years,economic class
3808,,A,4610,23227,971,30848,1839,16,3
3809,,B,5989,20882,1108,26137,1380,19,5
3810,,D,2774,6640,480,31727,2080,10,1
3811,,C,4061,4801,746,17041,1447,15,3
3812,,C,3407,6019,849,30141,1897,14,2
3813,,E,8732,26767,1542,34740,1531,21,8
3814,,C,3239,7516,817,37082,1968,16,2
3815,,A,3823,8389,1145,35285,1679,21,3
3816,,D,2115,3360,505,34916,1822,11,1
3817,,A,4384,25720,1354,32084,1619,16,3
3818,,C,3145,7021,862,37235,2088,14,2
3819,,B,7080,18364,1205,33449,1767,18,6
3820,,A,5636,37390,911,40815,2098,17,4
3821,,A,4903,12183,1348,22265,1929,18,3
3822,,D,1547,3429,535,35868,1839,10,0
3823,40,C,3594,8448,755,33488,1975,13,2
3824,46,E,8002,53972,1880,26193,2434,18,6
3825,44,A,5227,25388,1208,31327,1433,19,4
3826,35,B,7396,22871,1242,24004,1936,17,6
3827,32,C,3393,11870,846,29756,2196,17,2
3828,38,B,5588,21121,1437,19144,1597,19,4
3829,52,C,3545,11108,681,34784,1695,15,2
3830,34,E,8171,66099,1952,38287,1487,19,7
3831,49,C,3418,7992,915,38765,1145,12,3
3832,42,C,4142,3822,816,28150,1927,17,3
3833,48,B,6614,18587,1131,23046,1803,23,5
3834,38,A,4999,23296,1067,35141,1783,16,4
3835,40,E,8667,29057,1876,39158,1918,18,7
3836,38,D,2858,8024,571,40451,1702,12,2
3837,26,B,6173,22262,1181,41197,2489,16,4
3838,39,E,8916,45543,2348,30894,1439,18,8
3839,40,E,8111,68257,1606,18147,1721,18,7
3840,41,D,1356,3917,530,39232,1814,15,0
3841,36,E,7534,11375,1315,28876,2344,18,6
3842,39,C,2806,209,1106,30975,1927,13,1
3843,27,C,3698,14187,877,24355,2013,14,2
3844,40,D,1662,2402,528,17629,1847,12,0
3845,55,C,3027,6222,943,17447,1358,16,2
3846,32,E,8658,56729,1680,29868,2185,17,7
3847,41,A,4293,21621,1053,18136,1996,16,3
3848,58,B,5561,17137,1274,31066,1751,14,4
3849,46,C,3371,3854,787,25016,875,14,3
3850,36,A,5710,20708,954,18078,1970,19,4
3851,44,B,7533,4036,1474,29000,1446,16,7
3852,41,B,7974,19512,1398,41352,1832,20,7
3853,34,A,4557,25225,1225,38295,1566,16,3
3854,33,E,7710,99090,1133,15893,1572,18,7
3855,38,E,7459,46760,1565,26536,1440,21,7
3856,32,D,2673,6319,527,17016,1802,14,1
3857,42,C,4147,9488,759,35541,1913,14,3
3858,28,B,6880,32054,1299,25343,1247,15,6
3859,17,E,7905,76698,1418,21403,2316,18,6
3860,33,B,6910,20542,1215,18216,1512,20,6
3861,31,A,4806,28322,1042,27730,1341,11,4
3862,45,A,5456,15120,1160,16881,1469,18,4
3863,46,C,2615,2806,682,22099,905,13,2
3864,45,A,4850,26528,1068,16787,1517,17,4
3865,17,B,6953,7632,1351,37386,1553,16,6
3866,46,B,5676,25162,1299,21445,1445,18,5
3867,32,A,5339,29591,818,21779,2169,13,4
3868,42,A,5274,14632,980,19217,2306,15,3
3869,38,A,4726,18446,893,40789,1629,14,4
3870,32,D,2644,5161,547,39347,1882,12,1
3871,29,C,3531,5557,900,30798,1438,15,3
3872,23,A,5455,36405,1057,29277,1348,17,5
3873,44,B,7451,5846,1152,26607,1694,21,6
3874,41,C,4178,6994,1057,19296,1003,14,4
3875,31,B,8675,37413,1089,22436,1409,18,8
3876,59,B,7668,18463,1293,19623,1739,15,6
3877,62,A,4656,23994,797,38415,1375,17,4
3878,33,C,3091,4864,1069,27354,1499,18,2
3879,45,A,5163,16874,863,31624,2025,15,4
3880,39,A,5355,32320,1113,34956,2240,17,4
3881,48,C,3184,4896,814,19561,1863,16,2
3882,32,E,6559,55608,1534,19451,1892,18,5
3883,41,D,2303,1357,520,19910,1235,13,2
3884,49,A,4077,18129,952,38817,2305,20,2
3885,53,B,6789,29577,1162,35576,1353,17,6
3886,41,E,6734,18836,1828,19840,2185,21,5
3887,38,A,5117,19601,720,15866,1198,18,4
3888,55,B,7047,18157,1110,25174,1395,15,6
3889,33,D,3390,1791,553,15941,1535,11,2
3890,33,B,7963,7193,1191,41054,2080,19,6
3891,41,D,3041,5804,489,33512,1472,13,2
3892,43,E,8050,34988,1686,41182,1389,18,7
,41,B,7657,31206,1218,41571,1631,21,7
,43,D,2294,5534,441,39855,1693,11,1
,42,A,5515,18130,885,27795,2120,17,4
,30,E,8135,57164,1353,34668,1637,18,7
,39,C,3594,6415,714,39867,1833,12,2
,33,B,7064,15250,1262,31004,2648,15,5
,43,D,2926,4624,533,35182,1283,14,2
,46,C,2988,9551,842,16093,2161,20,1
,55,D,3120,6605,440,19723,1855,11,2
,37,B,5485,19569,1169,36910,2001,16,4
,29,D,1359,2922,540,19201,2040,16,0
,26,C,3448,17357,635,19124,1654,16,2
,58,D,2526,3227,625,39844,1687,10,1
3906,33,C,3438,8586,930,28826,1637,12,2
3907,34,C,3590,1811,974,23762,2175,12,2
3908,40,D,2133,3891,522,21175,1660,14,1
3909,38,A,5853,19209,957,23934,1845,17,5
3910,43,B,7986,39754,1123,26559,1467,17,7
3911,36,B,7591,22418,1166,39752,1144,18,7
3912,48,A,4994,38575,1216,23117,2298,17,3
3913,44,C,3328,4773,647,38184,1650,16,2
3914,44,C,3400,5439,781,31387,1448,14,2
3915,62,D,2766,7649,482,38156,1129,10,2
3916,28,A,4494,26508,1065,30070,1275,17,4
3917,32,B,5141,13015,1164,35095,1495,17,4
3918,29,E,6930,45517,1909,36499,1786,19,6
3919,33,B,7334,29545,1163,24047,2080,17,6
3920,51,B,8886,24865,1255,23928,1706,18,8
3921,61,A,4795,28833,1068,26102,1364,17,4
3922,45,C,3363,4287,975,16683,1989,15,2
3923,23,D,1919,3850,548,25997,1464,13,1
3924,34,B,7636,17036,1183,34287,1846,14,6
3925,33,B,7395,23738,1391,30550,1454,22,6
3926,44,C,4140,8799,851,21366,1569,14,3
3927,23,E,7645,69117,1916,21158,1401,19,7
3928,44,E,8982,40643,1432,36282,1699,21,8
3929,47,C,3216,9634,674,28895,2159,13,2
3930,50,B,7702,14486,1037,34870,1789,21,6
3931,55,E,7880,35129,1421,40191,1995,16,6
3932,42,A,5098,26093,1096,26060,1708,18,4
3933,40,D,2643,6349,546,25443,2337,12,1
3934,29,E,6741,48640,1644,39985,2114,19,5
3935,37,E,7630,38396,2075,36165,1989,18,6
3936,36,A,5525,45395,651,20379,1670,19,4
3937,30,E,8046,57074,1138,15871,1626,14,7
3938,53,B,7609,18976,1187,40430,2232,14,6
3939,20,A,5172,17825,595,37309,1717,15,4
3940,53,B,7393,27704,1218,21642,1742,15,6
3941,40,B,6797,22671,1404,40888,1292,17,6
3942,46,A,4886,18344,1236,24504,1952,13,3
3943,43,E,7296,36302,1501,28015,1688,17,6
3944,54,A,5798,32351,731,35520,1366,17,5
3945,47,C,2998,4324,709,19590,1248,15,2
3946,45,A,4725,21696,1111,34608,1499,15,4
3947,39,D,3292,4765,489,29279,1709,16,2
3948,47,E,8300,68701,2046,24991,1840,21,7
3949,39,E,9217,60673,1447,30175,1764,18,8
3950,35,B,6902,15221,1095,39975,2171,17,5
3951,26,D,2102,1680,539,24784,1532,12,1
3952,53,E,8194,31117,1416,26490,1888,18,7
3953,29,A,4403,30656,880,36437,1657,18,3
3954,50,A,5434,15476,1009,27488,1745,18,4
3955,35,D,2608,4231,447,29113,1835,11,1
3956,22,A,5040,20865,1264,36591,1661,17,4
3957,27,C,3466,5262,793,26993,1704,15,2
3958,33,C,3387,9119,905,23043,1455,12,2
3959,46,C,3208,5407,833,36918,2078,10,2
3960,45,C,2391,4939,855,27334,2164,12,1
3961,27,B,7556,27613,1164,38035,1378,19,7
3962,37,E,7485,47656,2194,30300,1478,18,7
3963,50,C,3766,13081,725,27810,1881,15,2
3964,43,C,3716,9066,867,39192,1106,14,3
3965,24,E,7459,45228,2148,39526,1855,18,6
3966,45,D,2818,6412,519,28996,1739,13,2
3967,53,C,4831,11467,636,38753,1904,16,3
3968,47,A,5186,27588,1124,19931,1375,18,4
3969,29,E,8109,540,1889,30927,1812,15,7
3970,33,E,8262,45781,1270,21715,1563,22,7
3971,42,C,3567,6603,811,39723,1875,16,2
3972,36,C,3850,397,798,39064,2077,12,2
3973,42,E,8699,81495,1976,30147,2221,19,7
3974,53,D,3240,5284,457,19822,1520,12,2
3975,47,D,2404,4002,494,37826,1329,14,2
3976,43,E,6973,38324,1615,19398,1199,17,6
3977,54,B,7598,30528,1247,27720,1726,15,6
3978,39,C,3713,4932,956,22598,1986,13,2
3979,29,C,2807,5396,814,25916,1255,12,2
3980,31,C,3661,11572,827,26933,2265,16,2
3981,37,D,2218,5684,427,20130,1782,16,1
3982,25,E,6601,21311,1732,23388,1822,18,5
3983,39,B,8020,26197,1094,17366,1058,18,7
3984,51,C,4012,3832,893,22605,1189,17,3
3985,42,E,8711,46661,1768,19251,2026,20,7
3986,34,E,7635,17000,1796,40884,2468,17,6
3987,27,D,2593,4510,477,32398,1045,11,2
3988,33,A,5467,28156,1018,33391,2123,17,4
3989,17,A,4497,25634,803,19061,1764,15,3
3990,17,E,7660,28571,2016,37716,1259,19,7
3991,31,C,3733,7156,692,19629,2037,13,2
3992,43,A,5420,30903,967,28983,1458,16,4
3993,42,A,5267,12306,1125,23797,1416,18,4
3994,37,B,6254,19688,1116,21510,1656,17,5
3995,47,C,3510,5428,836,33253,1331,16,3
3996,49,B,6769,26655,1201,15769,2369,16,5
3997,33,D,2627,2978,386,19732,1926,9,1
3998,48,B,8260,11192,1211,33995,1595,20,7
3999,31,A,4947,17927,889,40184,1355,14,4
4000,53,E,7527,12021,1704,39752,1435,21,7
4001,45,E,7935,62812,1871,35649,2039,20,6
4002,48,E,8454,108435,1735,33229,2082,17,7
4003,30,D,3070,5059,554,32172,1046,14,3
4004,47,B,8523,21073,1055,18807,1480,18,8
4005,28,B,7365,8356,1132,35400,1942,16,6
4006,48,C,3199,4736,853,35893,1617,19,2
4007,40,E,8023,73648,1685,27797,1577,19,7
4008,32,D,1805,2863,448,17940,1499,15,1
4009,52,B,7280,18720,1295,35004,1676,19,6
4010,36,E,7208,46416,2019,32457,1859,17,6
4011,25,C,4368,7844,825,25282,1008,17,4
4012,47,E,9077,28091,1574,23045,2236,18,7
4013,48,A,5127,29225,1059,22494,1964,16,4
4014,40,B,8232,31326,1274,19833,1985,19,7
4015,35,C,3546,2221,805,25111,2001,15,2
4016,43,D,2294,4727,510,32955,1076,15,2
4017,36,C,3334,12348,719,27734,1732,19,2
4018,56,B,6057,17936,1184,17443,1770,18,5
4019,36,B,7765,32397,1412,19106,1454,20,7
4020,27,D,2756,6489,541,34310,2023,9,1
4021,33,C,3490,1814,900,27058,1503,16,2
4022,41,A,5293,20204,963,34598,2694,16,3
4023,41,D,3633,7323,447,19320,1071,13,3
4024,39,D,2986,5862,601,31455,1836,11,2
4025,33,D,2275,4162,528,36483,1750,12,1
4026,30,D,2783,7999,516,29988,1860,13,1
4027,40,C,3194,1578,940,39298,1927,14,2
4028,57,A,5060,29645,768,21744,2106,15,3
4029,48,B,7021,16782,1309,30849,1690,17,6
4030,55,E,7682,66965,1246,30498,1876,21,6
4031,47,D,1469,1823,479,22323,1597,11,0
4032,37,E,8581,63831,2634,28853,1737,17,7
4033,43,E,8918,26559,1528,27087,1629,17,8
4034,53,D,2845,4464,489,40605,2379,9,1
4035,27,A,4421,19690,884,27037,2044,16,3
4036,53,E,7785,54511,1743,18599,1722,13,7
4037,36,D,2418,7730,515,29112,1569,16,1
4038,38,C,3073,3547,857,32072,1665,17,2
4039,28,D,2404,2937,542,33119,1763,10,1
4040,36,E,6851,48410,2057,19264,1676,16,6
4041,64,C,2826,9003,746,26354,1769,15,2
4042,39,B,6614,17511,1243,35693,1855,19,5
4043,52,B,7109,17909,1325,42101,1794,18,6
4044,19,D,1873,3139,480,40691,1552,13,1
4045,42,E,8303,77752,1998,37234,1625,20,7
4046,55,B,5976,20921,1340,21879,2316,17,4
4047,57,D,1816,2812,492,26671,1881,15,0
4048,48,C,3765,5764,790,39867,994,13,3
4049,50,E,7999,75188,1594,34286,1422,20,7
4050,29,B,6148,8017,1364,36541,1817,19,5
4051,49,C,3661,11861,748,26977,1997,12,2
4052,22,B,5396,14723,1307,32603,1721,16,4
4053,53,B,7633,10942,1192,36988,1077,20,7
4054,43,A,4638,15488,969,41541,1199,16,4
4055,44,B,7093,27629,1161,36515,1619,20,6
4056,59,E,8260,5024,1360,38095,1994,16,7
4057,46,B,5188,14493,1154,34443,1423,19,4
4058,33,C,3329,6181,677,26485,1896,12,2
4059,28,B,6594,17076,1072,39465,1999,19,5
4060,38,E,7949,9394,2090,35756,1869,18,7
4061,34,A,5175,38586,890,24396,1978,14,4
4062,32,D,2586,4495,475,40168,1276,14,2
4063,51,A,4675,36528,930,27127,2498,16,3
4064,30,C,3565,18464,568,27843,1726,16,2
4065,31,C,2779,8563,871,31173,1798,16,1
4066,47,A,5480,32355,973,35515,1361,15,5
4067,42,E,6951,43973,1440,29424,2272,19,5
4068,59,C,2601,8752,708,41966,785,15,2
4069,26,C,3588,9328,822,29403,1692,14,2
4070,46,B,7027,16242,1115,34205,1556,17,6
4071,30,C,3832,253,612,34935,1759,14,3
4072,43,E,8178,76474,1171,38530,1983,17,7
4073,40,C,3275,2508,690,27848,1425,13,2
4074,50,D,1833,4115,528,26012,1728,11,1
4075,51,D,3049,7032,440,36812,1609,12,2
4076,34,B,6616,22472,1420,31343,1732,21,5
4077,42,D,2446,6316,421,25164,1908,10,1
4078,47,D,2703,2916,515,18948,926,12,2
4079,34,E,9106,45919,1574,20967,2091,18,8
4080,33,E,6823,11728,1660,16028,1619,16,6
4081,37,C,3769,1458,798,21285,1508,15,3
4082,54,A,4715,26561,711,34902,2060,17,3
4083,42,B,6575,16074,1086,18313,1461,17,6
4084,31,B,5034,14854,1125,27445,1997,20,4
4085,44,E,9533,57361,2371,28864,2222,19,8
4086,26,D,3712,6695,541,18773,1818,9,2
4087,33,E,7461,32649,1485,28866,2164,21,6
4088,37,E,8254,72807,1681,31223,1821,18,7
4089,31,A,4180,29961,743,27753,2006,15,3
4090,43,D,2570,4081,426,25091,1444,11,2
4091,49,E,6178,4985,1438,16618,1419,15,5
4092,42,D,3169,7325,501,36018,1470,13,2
4093,57,C,3869,2917,669,38484,2083,15,2
4094,50,C,3645,14821,833,16739,1759,15,2
4095,56,E,8513,16771,1631,31506,1701,19,7
4096,46,D,2197,2897,424,22476,1728,16,1
4097,45,D,2094,6288,548,34820,1854,11,1
4098,42,B,6759,415,1183,39217,1476,17,6
4099,39,C,3577,6311,938,21429,1335,13,
4100,25,C,3438,2852,753,17085,1670,14,
4101,40,D,3157,4839,507,34785,2210,11,
4102,48,A,3973,21557,722,25073,2189,18,
4103,13,E,9406,47448,1551,19564,1293,16,
4104,22,D,2017,3489,480,40174,1478,12,
4105,52,A,4579,24599,1120,37090,2052,18,
4106,36,A,4667,39269,831,30682,1395,16,
4107,47,A,3997,15227,659,29502,1686,14,
4108,59,B,5305,22933,1204,37713,1495,17,
4109,45,C,3619,12396,1089,20239,1720,15,
4110,37,A,4900,27802,866,21154,1226,13,
4111,32,B,6056,14037,1204,23437,1519,19,
4112,48,A,5311,16122,923,28827,1964,16,4
4113,39,A,4866,29068,825,17206,1715,20,4
4114,24,E,8417,77315,2221,20768,1674,22,7
4115,41,B,7645,5193,1305,28816,2118,22,6
4116,20,D,1989,4247,543,37184,1317,15,1
4117,47,A,5179,22419,813,15833,1782,15,4
4118,40,D,1759,5631,469,38184,1952,13,0
4119,30,C,3154,3009,814,34977,1423,11,2
4120,39,C,4092,1442,811,38244,1197,16,3
4121,31,A,3963,22208,984,19074,1409,16,3
4122,31,B,6438,4916,994,18084,1562,17,5
4123,57,A,5138,39345,1178,29343,1362,18,4
4124,34,C,3154,2712,641,19138,1683,18,2
4125,33,E,8643,66878,2423,32992,1826,21,7
4126,43,A,5315,40195,1082,24483,1750,15,4
4127,33,A,4936,33134,751,41384,2062,18,3
4128,48,B,5850,19291,1061,38691,2077,20,4
4129,26,B,5608,18275,1185,41018,1981,18,4
4130,39,D,2264,5367,655,41177,1298,16,1
4131,46,A,4566,35377,1123,18264,1742,16,3
4132,46,B,5998,18094,1301,24101,1769,17,5
4133,44,D,4134,8691,543,39334,1678,14,3
4134,20,E,9006,81874,1273,38223,2024,19,7
4135,39,E,9251,74265,1836,38233,1285,22,8
4136,28,C,3460,6402,825,39342,1372,13,3
4137,32,B,9568,47829,1047,24567,2003,16,8
4138,41,C,3456,5436,767,37887,1806,12,2
4139,39,E,7628,81377,1625,35898,1321,19,7
4140,45,D,2611,6985,486,27997,1632,11,1
4141,42,C,4154,1035,777,30222,1515,14,3
4142,45,E,7023,33912,1670,34856,1316,21,6
4143,35,E,8834,15624,1760,20077,2057,19,7
4144,35,D,3172,5564,569,18615,1687,13,2
4145,44,B,8440,18608,1339,30362,1117,19,8
4146,42,C,3456,989,804,24968,1413,13,3
4147,40,D,2529,4266,507,21736,2058,13,1
4148,34,D,2594,3002,567,26612,1845,9,1
4149,38,A,5949,29979,1040,26404,1726,16,5
4150,41,D,3360,7794,572,34986,1929,10,2
4151,50,B,6559,18534,1072,33617,2281,19,5
4152,37,E,7225,28327,2246,35823,1435,19,6
4153,34,E,8901,78770,1203,36701,1624,19,8
4154,43,B,7684,20264,1252,21517,1522,17,7
4155,48,E,8206,29677,1444,34585,1510,21,7
4156,38,C,2968,8188,974,26407,1344,16,2
4157,31,A,5427,23896,884,16116,1778,15,4
4158,42,A,5447,33276,635,17504,1793,15,4
4159,48,E,8132,18646,2097,40640,1825,18,7
4160,32,D,1620,2795,540,28706,1903,17,0
4161,18,E,7916,23769,1920,23915,1952,21,6
4162,42,A,5395,8108,922,22103,1426,13,4
4163,43,D,3006,4722,434,19803,1473,14,2
4164,30,E,8296,57252,1597,26390,1895,15,7
4165,60,D,3102,9235,489,27217,1342,13,2
4166,53,B,7298,11544,1189,27867,1994,18,6
4167,41,B,6785,15987,1193,38623,1600,19,6
4168,39,C,3217,7156,875,20044,1181,12,3
4169,36,D,3456,7033,535,21280,2427,14,2
4170,45,C,3903,5487,871,31349,1386,15,3
4171,54,A,4733,23826,1169,23684,1700,19,4
4172,48,D,1239,2423,560,36057,1079,12,1
4173,42,C,3615,177,617,22282,1421,13,3
4174,67,C,3419,9174,897,15858,1907,12,2
4175,55,C,3564,8708,846,29237,2370,13,2
4176,51,A,4991,14046,1135,17494,1727,15,4
4177,33,B,6591,13537,1296,33791,1614,16,5
4178,25,A,4491,30795,1053,24429,2027,15,3
4179,40,A,5125,31121,772,17763,2358,17,3
4180,38,B,6156,15706,1289,26620,1624,18,5
4181,52,A,4722,27287,1346,41260,1540,14,4
4182,38,A,5306,13794,1589,20210,1479,16,4
4183,43,A,5002,30245,807,39396,1381,15,4
4184,43,D,1658,4122,542,24152,2025,16,0
4185,17,E,7470,17591,1634,16545,1728,21,6
4186,24,B,7866,19207,1203,15860,1430,18,7
4187,51,D,2699,5402,506,25516,1958,12,1
4188,47,A,4797,35350,1142,31906,1425,18,4
4189,25,B,5579,15437,1376,16933,1748,16,4
4190,59,C,2962,8701,817,39349,2036,15,1
4191,43,A,5487,25002,809,32261,2054,18,4
4192,38,D,2024,3572,549,34930,1675,14,1
4193,32,A,5157,35452,1252,40576,1616,15,4
4194,37,C,3260,1431,567,16706,1936,14,2
4195,27,B,7368,17088,1177,31083,1486,18,6
4196,45,A,4838,22381,1126,29036,1698,16,4
4197,36,E,9211,75981,1845,36044,1642,17,8
4198,38,D,2710,5398,509,16370,1358,13,2
4199,46,B,8642,21407,1232,21293,1836,15,7
4200,43,A,4261,11404,886,38426,2029,10,3
4201,32,A,4498,26136,1081,22289,2099,17,3
4202,32,E,8039,33719,1838,26188,1841,18,7
4203,39,D,1123,1143,476,30954,1460,9,0
4204,22,E,7993,52875,1397,27231,2399,18,6
4205,35,E,7938,35546,1708,31240,2081,21,6
4206,24,C,3426,1221,680,23377,551,12,3
4207,41,E,6875,39455,1601,22702,1173,18,6
4208,42,B,7639,21136,1101,17536,1604,19,7
4209,28,D,2930,6630,552,21402,1871,12,2
4210,43,A,4542,21003,812,41797,1620,15,3
4211,46,B,6387,30678,1290,25844,1303,15,6
4212,61,A,5163,34237,807,27963,1874,14,4
4213,40,C,3574,9616,963,35453,2108,12,2
4214,39,D,2864,8494,471,41292,1422,12,2
4215,53,B,5959,21614,1267,38811,1580,18,5
4216,24,E,7745,36151,2116,19139,1609,21,7
4217,51,B,8176,34565,1236,22768,1547,12,7
4218,52,E,9095,47357,1950,25480,1382,17,8
4219,63,A,4877,12906,1344,35048,2680,13,3
4220,41,E,9238,34908,1758,17545,1582,18,8
4221,38,B,7062,15178,1271,30392,1703,19,6
4222,34,B,7671,15107,1224,40831,2059,19,6
4223,33,C,3139,2593,878,27460,1755,12,2
4224,46,B,7247,25011,1273,39790,1794,19,6
4225,46,E,7884,38608,1668,31682,1659,19,7
4226,35,D,1677,3960,482,27925,1493,10,1
4227,52,C,3735,10226,826,34583,1748,12,2
4228,47,C,4252,8245,755,16934,1666,12,3
4229,40,C,3124,2319,895,32294,1812,14,2
4230,30,A,4805,28100,912,28156,1791,16,4
4231,46,B,9083,18167,1402,40930,1940,14,8
4232,52,D,2248,5589,472,29907,1601,13,1
4233,45,C,2973,4639,878,30690,1725,12,2
4234,35,B,7633,22690,1182,19742,1487,19,7
4235,38,D,3301,7057,554,21685,1291,14,3
4236,54,C,3599,1025,1045,25014,1606,16,2
4237,37,C,4235,13655,648,30602,2045,17,3
4238,40,A,5856,28116,1102,20026,1600,13,5
4239,43,B,6333,20639,1174,30847,1926,17,5
4240,44,A,4995,29908,1063,22692,1733,19,4
4241,42,E,8579,49842,1444,26805,1823,19,7
4242,44,E,10364,4990,2142,27734,1719,18,9
4243,25,C,3708,6667,883,40042,2011,16,2
4244,25,E,8456,47247,1626,16310,1158,20,8
4245,39,D,3956,6262,478,17342,2173,12,2
4246,49,B,6165,14387,1334,33170,1879,14,5
4247,60,B,6946,26849,1140,27413,1615,16,6
4248,38,E,7749,69003,930,30331,1507,18,7
4249,38,E,8763,61474,1129,37764,1801,19,7
4250,39,C,2981,10072,866,39472,1333,12,2
4251,39,E,6585,35396,2167,23310,1859,17,5
4252,23,C,3943,14689,837,18155,2277,12,2
4253,29,D,1273,2811,529,37703,1199,12,1
4254,41,C,3360,4730,953,34567,1384,9,2
4255,49,B,8629,8768,1340,32413,1800,19,7
4256,31,D,2788,4180,514,40614,2170,14,1
4257,29,C,3345,12965,837,32403,1953,15,2
4258,33,A,5560,13451,1232,24818,2054,16,4
4259,60,D,2439,6192,573,26590,2531,13,0
4260,30,D,2218,4623,539,23417,1684,16,1
4261,27,E,9196,32398,1721,17591,1487,18,8
4262,33,D,3533,7085,365,23500,2164,8,2
4263,41,E,6005,46572,1856,31649,2015,21,4
4264,47,E,8240,75688,1115,23326,1673,20,7
4265,21,B,7331,15232,1152,20614,1560,18,6
4266,33,C,3197,3247,798,37859,1522,12,2
4267,39,A,4614,22403,880,27542,1763,16,3
4268,37,B,7627,30462,1066,24524,1634,15,6
4269,48,B,7331,6607,1207,42047,1682,19,6
4270,46,B,8980,35871,1141,36172,1425,21,8
4271,41,D,2356,3055,483,20390,1273,12,2
4272,42,C,3135,6187,934,30028,1668,15,2
4273,37,D,3692,8740,495,37064,1453,13,3
4274,43,C,3512,1098,742,36283,1587,15,2
4275,39,E,9189,47211,1665,34572,1933,15,8
4276,45,A,4617,14238,814,36808,1281,14,4
4277,41,A,4228,19839,1138,27168,1744,18,3
4278,46,E,7833,34737,2457,26536,2246,18,6
4279,49,D,2912,6788,493,19558,2092,12,1
4280,44,A,4454,21757,1191,30636,1415,18,4
4281,33,D,2053,3088,521,19545,1347,15,1
4282,35,A,4512,26564,1255,30951,1541,19,3
4283,46,B,4906,17432,1326,23558,1537,16,4
4284,29,C,3143,2301,765,17994,1477,16,2
4285,31,C,3427,5406,605,18235,1229,15,3
4286,36,C,3049,7929,867,40961,1646,11,2
4287,39,D,2145,4005,532,33405,2109,14,1
4288,52,E,8887,75347,1648,34717,1791,19,8
4289,38,D,2069,4797,493,29494,1855,10,1
4290,54,B,6878,7486,1133,22036,1819,18,6
4291,38,B,5542,22607,1067,16955,1502,17,5
4292,56,A,5346,29024,1195,21055,2121,15,4
4293,29,D,2731,6222,502,26533,1989,14,1
4294,44,D,2087,3873,545,24178,866,10,2
4295,40,B,7850,14462,1151,23053,2029,19,6
4296,24,C,3301,9770,1001,28402,2327,16,1
4297,32,C,3988,11087,877,22549,1980,14,3
4298,49,A,4483,32614,802,37789,2282,17,3
4299,38,C,2889,3635,794,31245,1405,16,2
4300,35,E,7238,49372,2029,23950,1173,19,7
4301,51,D,1973,2538,602,17092,1345,12,1
4302,45,A,5792,32013,631,31981,1570,13,5
4303,28,A,4766,12313,656,16044,2246,13,3
4304,43,A,4412,27252,884,30755,1932,18,3
4305,36,D,2902,7047,466,30768,2085,10,1
4306,44,E,8510,47369,2080,39783,1256,17,8
4307,29,C,3859,290,842,28161,1384,12,3
4308,38,D,3937,9868,471,32511,2116,11,2
4309,45,B,6328,26231,1278,35366,1673,18,5
4310,36,B,7515,20132,1173,20313,1772,16,6
4311,30,B,8017,18027,1072,23317,1975,17,7
4312,59,E,6784,41194,1128,36450,2012,17,5
4313,38,E,8254,81579,1502,23239,1835,15,7
4314,47,B,7873,26598,1015,35185,2048,21,6
4315,47,E,7696,73510,1672,19355,1547,20,7
4316,46,D,2300,5446,394,20307,2011,13,1
4317,36,D,2373,5422,495,31758,1637,11,1
4318,22,D,3373,8705,499,34141,1416,12,2
4319,21,A,4859,17476,690,33396,2032,19,3
4320,39,E,8059,70573,1742,29991,2096,17,6
4321,43,B,6054,13521,1132,22109,1445,16,5
4322,43,D,2857,5011,474,36465,1607,16,2
4323,34,A,4515,14183,1083,32495,1830,14,3
4324,40,A,4846,18932,1056,18108,1646,17,4
4325,45,B,7854,27126,1353,18891,1859,18,6
4326,40,D,1702,4452,586,18081,2081,15,0
4327,39,E,9373,49771,1772,38184,1820,19,8
4328,38,D,3112,7322,526,36715,1692,14,2
4329,41,E,8081,64677,1576,27455,1241,18,7
4330,38,B,7419,17304,1348,16122,1785,19,6
4331,59,E,7667,32012,1235,30338,2251,18,6
4332,40,C,2905,1307,814,21405,2071,13,1
4333,52,D,1407,2456,550,18172,2115,12,0
4334,55,C,3399,14629,745,33563,1548,15,2
4335,33,A,4070,13573,570,34093,1648,18,3
4336,52,A,4575,22932,1183,33314,1426,14,4
4337,37,C,3571,4610,953,21167,2037,10,2
4338,46,B,5729,20024,1198,21107,1189,13,5
4339,29,E,8564,59458,2419,30264,1621,22,7
4340,40,C,3075,9630,775,20937,1941,16,2
4341,43,A,5035,19443,883,32507,2040,14,3
4342,44,C,3383,7438,712,24705,2196,16,2
4343,33,D,3107,4810,465,25322,1579,10,2
4344,53,B,8060,27769,1278,21871,1946,20,7
4345,49,E,8042,65590,1985,37790,1009,20,8
4346,34,E,7934,59068,1279,41567,1354,20,7
4347,23,A,4222,31307,745,24627,1905,15,3
4348,51,D,1743,4345,470,37837,1774,15,0
4349,46,A,5367,28211,970,38463,1647,21,4
4350,44,C,3066,3296,894,17241,1420,12,2
4351,33,A,4856,33345,570,28611,2317,18,3
4352,43,C,3285,6260,785,15666,1427,18,2
4353,33,A,4294,34520,771,39709,1455,17,3
4354,38,E,6841,41216,1806,25568,2029,21,5
4355,36,B,7323,20823,1245,18437,1326,18,6
4356,43,A,4930,15308,629,16627,1667,14,4
4357,45,E,6904,51989,1502,22694,1798,14,6
